track,accuracy_pct,qwk,macro_f1,weighted_f1,n_samples
chief_complaint,59.73780194067855,0.42384787603720253,0.35509372623673513,0.5642790690544357,58124
injury_cause,52.993599889890575,0.10626726899345207,0.19496111324018117,0.4257633562473741,58124
