track,qwk_mean,qwk_std,mae_mean,val_loss_mean
chief_complaint,0.42386927932578367,0.010398648282385658,0.44632173700686006,0.2696105383315137
injury_cause,0.10625747869151203,0.003498365248065894,0.5280262593521746,0.32449473861893563
